policy_number,member_id
POL-13443,MEMBER-005949
POL-13443,MEMBER-002500
POL-13443,MEMBER-003983
POL-13443,MEMBER-002670
POL-13443,MEMBER-004969
POL-19150,MEMBER-004618
POL-19150,MEMBER-005512
POL-19150,MEMBER-001837
POL-19083,MEMBER-000560
POL-12893,MEMBER-003114
POL-16173,MEMBER-001876
POL-16173,MEMBER-002709
POL-11660,MEMBER-006653
POL-11660,MEMBER-000863
POL-11660,MEMBER-003373
POL-11660,MEMBER-006660
POL-11660,MEMBER-002517
POL-12511,MEMBER-001947
POL-12511,MEMBER-002050
POL-12511,MEMBER-005705
POL-19363,MEMBER-006822
POL-19363,MEMBER-003237
POL-19363,MEMBER-003165
POL-19363,MEMBER-003952
POL-12866,MEMBER-004452
POL-12866,MEMBER-005103
POL-18847,MEMBER-001553
POL-18847,MEMBER-004026
POL-18847,MEMBER-001464
POL-18847,MEMBER-005611
POL-18847,MEMBER-000222
POL-16128,MEMBER-005790
POL-16128,MEMBER-002698
POL-16128,MEMBER-000931
POL-16128,MEMBER-006347
POL-16128,MEMBER-003798
POL-17547,MEMBER-001343
POL-10159,MEMBER-001721
POL-16420,MEMBER-000258
POL-16399,MEMBER-001131
POL-16399,MEMBER-004015
POL-16399,MEMBER-003051
POL-18615,MEMBER-002618
POL-18615,MEMBER-003479
POL-18615,MEMBER-003696
POL-18615,MEMBER-006465
POL-18615,MEMBER-003485
POL-11578,MEMBER-003593
POL-11578,MEMBER-002067
POL-10055,MEMBER-003975
POL-10055,MEMBER-006174
POL-10055,MEMBER-003560
POL-10055,MEMBER-003053
POL-10055,MEMBER-003244
POL-14880,MEMBER-006398
POL-14880,MEMBER-005276
POL-14880,MEMBER-004373
POL-13522,MEMBER-002801
POL-13522,MEMBER-005532
POL-13522,MEMBER-001170
POL-13522,MEMBER-004977
POL-13876,MEMBER-006158
POL-13876,MEMBER-006035
POL-13876,MEMBER-001623
POL-14384,MEMBER-001779
POL-14522,MEMBER-004082
POL-14522,MEMBER-000916
POL-14522,MEMBER-006914
POL-14522,MEMBER-002383
POL-18813,MEMBER-005791
POL-17432,MEMBER-004000
POL-17432,MEMBER-003880
POL-18797,MEMBER-003493
POL-18797,MEMBER-001690
POL-15715,MEMBER-006829
POL-15715,MEMBER-004776
POL-15715,MEMBER-001455
POL-15715,MEMBER-002036
POL-11989,MEMBER-002771
POL-11989,MEMBER-002777
POL-11989,MEMBER-004842
POL-11989,MEMBER-002084
POL-19913,MEMBER-006625
POL-10201,MEMBER-005630
POL-10201,MEMBER-001769
POL-10201,MEMBER-002046
POL-19482,MEMBER-001086
POL-15926,MEMBER-002683
POL-15926,MEMBER-005812
POL-15926,MEMBER-004753
POL-15926,MEMBER-005496
POL-10711,MEMBER-002791
POL-16089,MEMBER-003143
POL-16089,MEMBER-001839
POL-16089,MEMBER-004107
POL-17435,MEMBER-003085
POL-17435,MEMBER-004520
POL-17435,MEMBER-005868
POL-17435,MEMBER-005376
POL-17435,MEMBER-003002
POL-14608,MEMBER-006724
POL-14608,MEMBER-001134
POL-15981,MEMBER-004132
POL-15981,MEMBER-000715
POL-15981,MEMBER-005433
POL-15981,MEMBER-002997
POL-15981,MEMBER-002060
POL-18816,MEMBER-000965
POL-18816,MEMBER-001453
POL-18816,MEMBER-004673
POL-18816,MEMBER-001664
POL-18816,MEMBER-004831
POL-18719,MEMBER-000550
POL-16556,MEMBER-001398
POL-16556,MEMBER-006423
POL-13084,MEMBER-000174
POL-13084,MEMBER-006316
POL-18204,MEMBER-005900
POL-18204,MEMBER-003099
POL-18204,MEMBER-003973
POL-18204,MEMBER-000935
POL-16064,MEMBER-001577
POL-16064,MEMBER-000232
POL-16064,MEMBER-003598
POL-18766,MEMBER-005861
POL-18766,MEMBER-000972
POL-18766,MEMBER-004106
POL-18766,MEMBER-006027
POL-18766,MEMBER-004217
POL-10065,MEMBER-001272
POL-10065,MEMBER-001481
POL-10065,MEMBER-006045
POL-13201,MEMBER-003517
POL-13201,MEMBER-006393
POL-13201,MEMBER-000014
POL-13201,MEMBER-005382
POL-13201,MEMBER-004038
POL-18199,MEMBER-000166
POL-18199,MEMBER-001885
POL-18199,MEMBER-000749
POL-13719,MEMBER-006904
POL-13719,MEMBER-002367
POL-13719,MEMBER-004972
POL-15877,MEMBER-006902
POL-15877,MEMBER-000402
POL-18357,MEMBER-006383
POL-18357,MEMBER-006836
POL-18357,MEMBER-001057
POL-18357,MEMBER-006127
POL-16557,MEMBER-001555
POL-16557,MEMBER-005041
POL-10294,MEMBER-000697
POL-10294,MEMBER-005786
POL-10294,MEMBER-001707
POL-10294,MEMBER-004671
POL-19070,MEMBER-002215
POL-19070,MEMBER-001957
POL-16342,MEMBER-001064
POL-16342,MEMBER-003688
POL-16342,MEMBER-005503
POL-16342,MEMBER-006251
POL-16342,MEMBER-000807
POL-12228,MEMBER-002674
POL-12228,MEMBER-003017
POL-13177,MEMBER-003283
POL-13177,MEMBER-003431
POL-13177,MEMBER-005710
POL-13177,MEMBER-003641
POL-13177,MEMBER-000990
POL-12416,MEMBER-003067
POL-12416,MEMBER-001061
POL-12416,MEMBER-004429
POL-12416,MEMBER-001111
POL-18523,MEMBER-006174
POL-18523,MEMBER-006612
POL-18523,MEMBER-004932
POL-18523,MEMBER-001171
POL-17511,MEMBER-006692
POL-17511,MEMBER-002376
POL-17511,MEMBER-003923
POL-17511,MEMBER-006556
POL-17511,MEMBER-005935
POL-10192,MEMBER-006591
POL-10192,MEMBER-003150
POL-15826,MEMBER-001763
POL-19342,MEMBER-005364
POL-19342,MEMBER-001512
POL-19342,MEMBER-005232
POL-19342,MEMBER-005003
POL-19342,MEMBER-004463
POL-17456,MEMBER-004705
POL-12828,MEMBER-006564
POL-13920,MEMBER-001097
POL-13920,MEMBER-004094
POL-13920,MEMBER-006718
POL-17996,MEMBER-002863
POL-17996,MEMBER-006952
POL-17996,MEMBER-003029
POL-17996,MEMBER-003680
POL-15477,MEMBER-005092
POL-15477,MEMBER-000859
POL-19373,MEMBER-006513
POL-19373,MEMBER-001236
POL-17751,MEMBER-006187
POL-19078,MEMBER-001854
POL-19078,MEMBER-001172
POL-19078,MEMBER-005215
POL-19078,MEMBER-001079
POL-19078,MEMBER-001916
POL-14238,MEMBER-001303
POL-14238,MEMBER-006150
POL-14238,MEMBER-000701
POL-14238,MEMBER-000191
POL-19797,MEMBER-005863
POL-19797,MEMBER-003988
POL-19797,MEMBER-005071
POL-19797,MEMBER-003480
POL-16995,MEMBER-002723
POL-16995,MEMBER-003864
POL-16995,MEMBER-006781
POL-16995,MEMBER-006567
POL-16995,MEMBER-002809
POL-14822,MEMBER-004667
POL-14822,MEMBER-001262
POL-14822,MEMBER-003043
POL-15704,MEMBER-002578
POL-18870,MEMBER-004563
POL-18870,MEMBER-004728
POL-18870,MEMBER-005359
POL-18870,MEMBER-000761
POL-18870,MEMBER-004508
POL-10828,MEMBER-006172
POL-13553,MEMBER-001695
POL-13553,MEMBER-005046
POL-17474,MEMBER-005536
POL-17474,MEMBER-004674
POL-17474,MEMBER-006480
POL-17474,MEMBER-000133
POL-17474,MEMBER-006016
POL-11909,MEMBER-001347
POL-11909,MEMBER-002398
POL-11909,MEMBER-006563
POL-10599,MEMBER-002677
POL-16954,MEMBER-006870
POL-16954,MEMBER-002030
POL-16954,MEMBER-001114
POL-16954,MEMBER-004934
POL-16954,MEMBER-002291
POL-11538,MEMBER-005723
POL-11538,MEMBER-005625
POL-11538,MEMBER-005470
POL-13166,MEMBER-000043
POL-13166,MEMBER-004270
POL-13166,MEMBER-000580
POL-13166,MEMBER-000154
POL-18329,MEMBER-000107
POL-15369,MEMBER-000370
POL-15369,MEMBER-002954
POL-15369,MEMBER-002046
POL-15369,MEMBER-006413
POL-10499,MEMBER-003479
POL-10499,MEMBER-003065
POL-10499,MEMBER-003776
POL-10499,MEMBER-005652
POL-10499,MEMBER-005465
POL-18700,MEMBER-005601
POL-18700,MEMBER-000135
POL-18700,MEMBER-001380
POL-18700,MEMBER-000704
POL-18700,MEMBER-005831
POL-11936,MEMBER-002000
POL-11936,MEMBER-004837
POL-11575,MEMBER-006026
POL-11575,MEMBER-002942
POL-11575,MEMBER-000360
POL-11575,MEMBER-001429
POL-18086,MEMBER-001156
POL-18086,MEMBER-004531
POL-18086,MEMBER-002038
POL-16004,MEMBER-002765
POL-16004,MEMBER-006744
POL-16004,MEMBER-002445
POL-16026,MEMBER-003267
POL-16026,MEMBER-002012
POL-16026,MEMBER-002408
POL-16026,MEMBER-001775
POL-16026,MEMBER-004701
POL-15973,MEMBER-004724
POL-15973,MEMBER-004309
POL-15973,MEMBER-004058
POL-15973,MEMBER-002426
POL-13722,MEMBER-002330
POL-13722,MEMBER-004416
POL-13722,MEMBER-002376
POL-14152,MEMBER-005141
POL-14152,MEMBER-001684
POL-14152,MEMBER-005743
POL-14152,MEMBER-006806
POL-14152,MEMBER-000318
POL-11877,MEMBER-000170
POL-11877,MEMBER-003812
POL-11877,MEMBER-000369
POL-11877,MEMBER-005886
POL-11877,MEMBER-005414
POL-17144,MEMBER-001602
POL-17144,MEMBER-004010
POL-17262,MEMBER-006281
POL-17262,MEMBER-000122
POL-17262,MEMBER-002430
POL-17262,MEMBER-002293
POL-17047,MEMBER-004795
POL-17047,MEMBER-003265
POL-17047,MEMBER-005845
POL-14096,MEMBER-005961
POL-14096,MEMBER-000536
POL-14096,MEMBER-002355
POL-12336,MEMBER-005003
POL-12336,MEMBER-006590
POL-12336,MEMBER-001387
POL-16758,MEMBER-002368
POL-17867,MEMBER-006601
POL-17867,MEMBER-001673
POL-17867,MEMBER-000437
POL-11871,MEMBER-000435
POL-11871,MEMBER-004303
POL-11871,MEMBER-000119
POL-11871,MEMBER-003494
POL-15912,MEMBER-002403
POL-15912,MEMBER-005076
POL-13726,MEMBER-004916
POL-13726,MEMBER-005477
POL-10501,MEMBER-002831
POL-10501,MEMBER-002915
POL-18577,MEMBER-005751
POL-18577,MEMBER-005355
POL-18577,MEMBER-001317
POL-18577,MEMBER-004023
POL-18577,MEMBER-000838
POL-14344,MEMBER-004930
POL-14344,MEMBER-000963
POL-14344,MEMBER-001356
POL-14344,MEMBER-002782
POL-14344,MEMBER-005887
POL-14150,MEMBER-005826
POL-14150,MEMBER-002003
POL-14215,MEMBER-003239
POL-14215,MEMBER-006109
POL-14215,MEMBER-001198
POL-14215,MEMBER-006850
POL-12693,MEMBER-006991
POL-12693,MEMBER-000621
POL-12693,MEMBER-001633
POL-12693,MEMBER-003524
POL-12693,MEMBER-001760
POL-11634,MEMBER-006087
POL-15323,MEMBER-002058
POL-15323,MEMBER-003750
POL-15323,MEMBER-003482
POL-15323,MEMBER-000437
POL-12894,MEMBER-001137
POL-12894,MEMBER-004310
POL-19472,MEMBER-000544
POL-19472,MEMBER-004399
POL-19472,MEMBER-001621
POL-11256,MEMBER-001884
POL-11256,MEMBER-000937
POL-11256,MEMBER-003658
POL-11256,MEMBER-000795
POL-11256,MEMBER-003071
POL-17423,MEMBER-002386
POL-17423,MEMBER-002875
POL-17423,MEMBER-002416
POL-17423,MEMBER-005646
POL-17423,MEMBER-006073
POL-14546,MEMBER-003478
POL-14546,MEMBER-006500
POL-14546,MEMBER-005847
POL-14546,MEMBER-005229
POL-14546,MEMBER-000171
POL-17837,MEMBER-001639
POL-17837,MEMBER-002144
POL-17837,MEMBER-005351
POL-17837,MEMBER-006516
POL-17837,MEMBER-002597
POL-19951,MEMBER-001126
POL-19951,MEMBER-005360
POL-14647,MEMBER-004554
POL-14647,MEMBER-003688
POL-18496,MEMBER-003460
POL-18496,MEMBER-004457
POL-18496,MEMBER-000273
POL-18496,MEMBER-006217
POL-18496,MEMBER-002005
POL-12481,MEMBER-003230
POL-12481,MEMBER-006446
POL-12481,MEMBER-001392
POL-12481,MEMBER-006544
POL-13419,MEMBER-001635
POL-13419,MEMBER-001701
POL-13419,MEMBER-002723
POL-18155,MEMBER-006325
POL-18155,MEMBER-002147
POL-18155,MEMBER-001191
POL-15756,MEMBER-002884
POL-15756,MEMBER-003420
POL-15756,MEMBER-003086
POL-15756,MEMBER-005542
POL-15756,MEMBER-001814
POL-14191,MEMBER-006411
POL-14191,MEMBER-001721
POL-14191,MEMBER-006945
POL-13139,MEMBER-003028
POL-13139,MEMBER-001288
POL-13139,MEMBER-001403
POL-13139,MEMBER-005894
POL-18115,MEMBER-006275
POL-10628,MEMBER-005396
POL-10628,MEMBER-002649
POL-10628,MEMBER-002480
POL-18438,MEMBER-002224
POL-18438,MEMBER-006846
POL-18438,MEMBER-002451
POL-15111,MEMBER-006756
POL-15111,MEMBER-006418
POL-15111,MEMBER-003331
POL-15111,MEMBER-006918
POL-19148,MEMBER-000885
POL-19148,MEMBER-000375
POL-19148,MEMBER-001599
POL-17573,MEMBER-002331
POL-17573,MEMBER-003364
POL-17573,MEMBER-002981
POL-17573,MEMBER-003396
POL-11543,MEMBER-006978
POL-11543,MEMBER-003054
POL-11717,MEMBER-002852
POL-16187,MEMBER-004455
POL-16187,MEMBER-003787
POL-16187,MEMBER-000165
POL-13364,MEMBER-006855
POL-13364,MEMBER-003447
POL-13364,MEMBER-001368
POL-13364,MEMBER-002895
POL-13364,MEMBER-000564
POL-12852,MEMBER-003528
POL-12852,MEMBER-006122
POL-14003,MEMBER-000815
POL-14003,MEMBER-004834
POL-12159,MEMBER-004442
POL-12159,MEMBER-005559
POL-12159,MEMBER-000751
POL-12159,MEMBER-006816
POL-18235,MEMBER-006047
POL-18235,MEMBER-003261
POL-18235,MEMBER-000462
POL-17185,MEMBER-006857
POL-17185,MEMBER-003537
POL-18490,MEMBER-000787
POL-18490,MEMBER-005777
POL-18490,MEMBER-006158
POL-18490,MEMBER-006647
POL-12308,MEMBER-001143
POL-12308,MEMBER-006957
POL-19920,MEMBER-005089
POL-19920,MEMBER-000944
POL-15381,MEMBER-006536
POL-15381,MEMBER-004180
POL-15381,MEMBER-004957
POL-13971,MEMBER-004418
POL-13516,MEMBER-004674
POL-13516,MEMBER-006573
POL-13516,MEMBER-004750
POL-13516,MEMBER-001039
POL-13516,MEMBER-001574
POL-10414,MEMBER-005919
POL-10414,MEMBER-005928
POL-10414,MEMBER-000996
POL-13739,MEMBER-001510
POL-13739,MEMBER-002699
POL-17205,MEMBER-004780
POL-17205,MEMBER-000931
POL-17205,MEMBER-001763
POL-17205,MEMBER-004022
POL-17205,MEMBER-005007
POL-16967,MEMBER-004007
POL-16967,MEMBER-006115
POL-19064,MEMBER-000906
POL-19064,MEMBER-003721
POL-19064,MEMBER-006606
POL-19064,MEMBER-006810
POL-18554,MEMBER-006444
POL-18554,MEMBER-000470
POL-18554,MEMBER-004050
POL-18554,MEMBER-006965
POL-11573,MEMBER-005232
POL-11573,MEMBER-004478
POL-18864,MEMBER-003197
POL-18794,MEMBER-005963
POL-14813,MEMBER-000571
POL-14813,MEMBER-001363
POL-14813,MEMBER-002062
POL-14813,MEMBER-003876
POL-18314,MEMBER-005020
POL-12342,MEMBER-000076
POL-12342,MEMBER-000120
POL-12342,MEMBER-000357
POL-12342,MEMBER-004784
POL-16007,MEMBER-006675
POL-16007,MEMBER-000162
POL-12316,MEMBER-005985
POL-12316,MEMBER-003831
POL-12316,MEMBER-001480
POL-12316,MEMBER-000476
POL-11484,MEMBER-006506
POL-11484,MEMBER-001649
POL-11484,MEMBER-004864
POL-11484,MEMBER-004017
POL-11484,MEMBER-001264
POL-19885,MEMBER-005571
POL-19885,MEMBER-003930
POL-19885,MEMBER-000038
POL-19885,MEMBER-006490
POL-12975,MEMBER-000337
POL-12975,MEMBER-002183
POL-12975,MEMBER-004667
POL-12975,MEMBER-006857
POL-17152,MEMBER-000122
POL-17152,MEMBER-006164
POL-17714,MEMBER-001474
POL-14316,MEMBER-004207
POL-14316,MEMBER-001635
POL-10589,MEMBER-004458
POL-17186,MEMBER-001690
POL-17186,MEMBER-006189
POL-17186,MEMBER-004862
POL-12324,MEMBER-004619
POL-12324,MEMBER-003479
POL-12324,MEMBER-001072
POL-12324,MEMBER-005857
POL-12324,MEMBER-003367
POL-18437,MEMBER-000581
POL-18437,MEMBER-001425
POL-14472,MEMBER-002764
POL-14472,MEMBER-006341
POL-14472,MEMBER-001166
POL-14472,MEMBER-001785
POL-14999,MEMBER-000297
POL-14999,MEMBER-005640
POL-14999,MEMBER-005377
POL-14999,MEMBER-006504
POL-13568,MEMBER-006364
POL-13425,MEMBER-005811
POL-13425,MEMBER-006767
POL-13425,MEMBER-004606
POL-13425,MEMBER-000879
POL-13425,MEMBER-004849
POL-15560,MEMBER-001574
POL-15560,MEMBER-006204
POL-15560,MEMBER-006266
POL-15560,MEMBER-002268
POL-18990,MEMBER-003400
POL-18990,MEMBER-000904
POL-18990,MEMBER-003520
POL-18990,MEMBER-003831
POL-18145,MEMBER-000055
POL-18145,MEMBER-005876
POL-18145,MEMBER-005926
POL-18145,MEMBER-005167
POL-14319,MEMBER-006608
POL-14319,MEMBER-000107
POL-10538,MEMBER-006875
POL-10538,MEMBER-004097
POL-10538,MEMBER-002053
POL-19760,MEMBER-004273
POL-19760,MEMBER-006102
POL-19760,MEMBER-005498
POL-19760,MEMBER-005955
POL-15817,MEMBER-001664
POL-15817,MEMBER-004772
POL-15817,MEMBER-000809
POL-15817,MEMBER-005302
POL-18299,MEMBER-005124
POL-18299,MEMBER-004113
POL-18299,MEMBER-001772
POL-18299,MEMBER-005440
POL-18299,MEMBER-000836
POL-16881,MEMBER-001142
POL-17254,MEMBER-001967
POL-17254,MEMBER-002342
POL-17254,MEMBER-004665
POL-17254,MEMBER-006693
POL-19573,MEMBER-001071
POL-19573,MEMBER-001427
POL-12677,MEMBER-000107
POL-12677,MEMBER-002747
POL-12677,MEMBER-000368
POL-12677,MEMBER-003600
POL-15497,MEMBER-000023
POL-15497,MEMBER-004401
POL-15497,MEMBER-004021
POL-15497,MEMBER-004230
POL-15497,MEMBER-001512
POL-10340,MEMBER-005737
POL-10340,MEMBER-006452
POL-10340,MEMBER-001960
POL-10340,MEMBER-004812
POL-10340,MEMBER-003737
POL-12070,MEMBER-006109
POL-12070,MEMBER-000002
POL-12070,MEMBER-005470
POL-14894,MEMBER-000510
POL-14894,MEMBER-002606
POL-16529,MEMBER-001471
POL-11129,MEMBER-006577
POL-15249,MEMBER-006148
POL-15249,MEMBER-005450
POL-15249,MEMBER-000028
POL-15249,MEMBER-003348
POL-14271,MEMBER-001977
POL-14271,MEMBER-001063
POL-14271,MEMBER-001271
POL-15090,MEMBER-006658
POL-15090,MEMBER-006734
POL-15090,MEMBER-004723
POL-18504,MEMBER-002918
POL-18504,MEMBER-004942
POL-18504,MEMBER-004117
POL-18504,MEMBER-004850
POL-18504,MEMBER-003718
POL-12520,MEMBER-002941
POL-12520,MEMBER-006276
POL-16276,MEMBER-006380
POL-16276,MEMBER-000940
POL-13790,MEMBER-003528
POL-13790,MEMBER-005396
POL-13989,MEMBER-001513
POL-13008,MEMBER-000766
POL-13008,MEMBER-000028
POL-13008,MEMBER-000304
POL-13008,MEMBER-004889
POL-13008,MEMBER-005945
POL-15306,MEMBER-006246
POL-15306,MEMBER-000300
POL-15306,MEMBER-002587
POL-15306,MEMBER-002953
POL-15306,MEMBER-003160
POL-14983,MEMBER-005059
POL-14983,MEMBER-003931
POL-14881,MEMBER-002534
POL-11535,MEMBER-001498
POL-11535,MEMBER-006320
POL-11535,MEMBER-003051
POL-11535,MEMBER-006546
POL-11535,MEMBER-004394
POL-19556,MEMBER-000985
POL-19556,MEMBER-006373
POL-14128,MEMBER-004713
POL-14128,MEMBER-001314
POL-14128,MEMBER-004281
POL-18322,MEMBER-002376
POL-18322,MEMBER-003553
POL-18322,MEMBER-000448
POL-18322,MEMBER-006789
POL-18322,MEMBER-006938
POL-10528,MEMBER-000474
POL-10528,MEMBER-005940
POL-10528,MEMBER-002053
POL-10528,MEMBER-003582
POL-10528,MEMBER-006416
POL-16645,MEMBER-000809
POL-13497,MEMBER-005691
POL-16837,MEMBER-001870
POL-16837,MEMBER-001744
POL-16837,MEMBER-005354
POL-16837,MEMBER-003517
POL-18543,MEMBER-005288
POL-18543,MEMBER-002853
POL-11358,MEMBER-002730
POL-11358,MEMBER-002753
POL-11358,MEMBER-005227
POL-11358,MEMBER-001774
POL-11358,MEMBER-001742
POL-16889,MEMBER-005273
POL-16889,MEMBER-004068
POL-16889,MEMBER-003568
POL-14896,MEMBER-006220
POL-14896,MEMBER-001981
POL-14896,MEMBER-003691
POL-14896,MEMBER-000150
POL-12290,MEMBER-006838
POL-12290,MEMBER-004724
POL-12290,MEMBER-005032
POL-12290,MEMBER-002958
POL-12290,MEMBER-002435
POL-19837,MEMBER-005674
POL-19837,MEMBER-003765
POL-19837,MEMBER-000119
POL-19837,MEMBER-003931
POL-19837,MEMBER-000219
POL-19945,MEMBER-004172
POL-19945,MEMBER-005593
POL-19945,MEMBER-006708
POL-19726,MEMBER-000856
POL-19554,MEMBER-002644
POL-19554,MEMBER-005378
POL-19554,MEMBER-005284
POL-19554,MEMBER-001510
POL-19554,MEMBER-005841
POL-16104,MEMBER-000819
POL-16104,MEMBER-000578
POL-16104,MEMBER-003737
POL-16104,MEMBER-003975
POL-15663,MEMBER-003612
POL-16145,MEMBER-005167
POL-16145,MEMBER-001076
POL-16145,MEMBER-002396
POL-16145,MEMBER-005338
POL-16145,MEMBER-006076
POL-19014,MEMBER-001145
POL-18922,MEMBER-005605
POL-18922,MEMBER-001264
POL-15821,MEMBER-004993
POL-15821,MEMBER-001854
POL-15821,MEMBER-000981
POL-15821,MEMBER-002523
POL-15821,MEMBER-000838
POL-18451,MEMBER-006175
POL-18451,MEMBER-002045
POL-18451,MEMBER-001492
POL-14243,MEMBER-006386
POL-14243,MEMBER-004590
POL-14243,MEMBER-001285
POL-14243,MEMBER-002997
POL-14243,MEMBER-004769
POL-14621,MEMBER-001004
POL-18846,MEMBER-003467
POL-18846,MEMBER-001306
POL-18846,MEMBER-005203
POL-18846,MEMBER-006094
POL-14206,MEMBER-006227
POL-14206,MEMBER-006221
POL-14206,MEMBER-000336
POL-12066,MEMBER-004782
POL-12066,MEMBER-003547
POL-15865,MEMBER-005651
POL-15865,MEMBER-002836
POL-15865,MEMBER-005960
POL-15865,MEMBER-002215
POL-15865,MEMBER-002447
POL-18376,MEMBER-003844
POL-18376,MEMBER-000489
POL-18376,MEMBER-005814
POL-18376,MEMBER-001142
POL-18376,MEMBER-001061
POL-15864,MEMBER-002273
POL-15864,MEMBER-005383
POL-15864,MEMBER-003679
POL-11245,MEMBER-006216
POL-11245,MEMBER-004290
POL-11245,MEMBER-006626
POL-11245,MEMBER-004538
POL-16578,MEMBER-003645
POL-16578,MEMBER-001033
POL-16578,MEMBER-002188
POL-16578,MEMBER-005613
POL-11360,MEMBER-000100
POL-11360,MEMBER-000086
POL-19303,MEMBER-006777
POL-19303,MEMBER-002278
POL-19303,MEMBER-001797
POL-19303,MEMBER-000196
POL-12003,MEMBER-004176
POL-12003,MEMBER-006546
POL-12003,MEMBER-005143
POL-16988,MEMBER-005509
POL-10895,MEMBER-006350
POL-10895,MEMBER-004365
POL-17752,MEMBER-006541
POL-17752,MEMBER-001981
POL-17752,MEMBER-001175
POL-17752,MEMBER-002741
POL-17752,MEMBER-003621
POL-19782,MEMBER-002439
POL-19782,MEMBER-002913
POL-19782,MEMBER-004498
POL-19782,MEMBER-003550
POL-10134,MEMBER-003115
POL-10134,MEMBER-003107
POL-18010,MEMBER-005045
POL-18010,MEMBER-000564
POL-18010,MEMBER-000846
POL-12158,MEMBER-006094
POL-12158,MEMBER-004010
POL-12158,MEMBER-000974
POL-12158,MEMBER-001138
POL-12158,MEMBER-003775
POL-12968,MEMBER-006101
POL-12968,MEMBER-005424
POL-12968,MEMBER-002485
POL-15780,MEMBER-000671
POL-15796,MEMBER-004031
POL-12963,MEMBER-001450
POL-14554,MEMBER-004361
POL-14554,MEMBER-003300
POL-14554,MEMBER-001139
POL-14554,MEMBER-000917
POL-14554,MEMBER-006419
POL-17155,MEMBER-002999
POL-18756,MEMBER-000300
POL-18756,MEMBER-006873
POL-14293,MEMBER-004342
POL-14293,MEMBER-000985
POL-14293,MEMBER-006002
POL-13386,MEMBER-004165
POL-13386,MEMBER-002723
POL-13386,MEMBER-003278
POL-13386,MEMBER-002140
POL-17295,MEMBER-003524
POL-17295,MEMBER-000715
POL-17295,MEMBER-001240
POL-14922,MEMBER-002181
POL-14922,MEMBER-006291
POL-14922,MEMBER-003509
POL-17791,MEMBER-005588
POL-17791,MEMBER-003219
POL-17791,MEMBER-004869
POL-17791,MEMBER-003412
POL-17791,MEMBER-004292
POL-19165,MEMBER-000682
POL-19165,MEMBER-002330
POL-19165,MEMBER-002029
POL-19165,MEMBER-000636
POL-19165,MEMBER-002711
POL-15029,MEMBER-003889
POL-15029,MEMBER-004968
POL-15029,MEMBER-004218
POL-18377,MEMBER-006917
POL-10677,MEMBER-003838
POL-11511,MEMBER-002097
POL-11511,MEMBER-000455
POL-19879,MEMBER-003498
POL-17971,MEMBER-006058
POL-17971,MEMBER-004435
POL-17971,MEMBER-003736
POL-17971,MEMBER-000671
POL-17643,MEMBER-003718
POL-17643,MEMBER-004036
POL-17643,MEMBER-000915
POL-16257,MEMBER-005719
POL-16257,MEMBER-002216
POL-16257,MEMBER-006519
POL-16257,MEMBER-003018
POL-16257,MEMBER-004469
POL-18824,MEMBER-001706
POL-18824,MEMBER-002045
POL-18824,MEMBER-006189
POL-18824,MEMBER-001127
POL-18824,MEMBER-003762
POL-10244,MEMBER-002689
POL-10244,MEMBER-005744
POL-10244,MEMBER-000924
POL-18996,MEMBER-000934
POL-18996,MEMBER-003569
POL-18996,MEMBER-006322
POL-18996,MEMBER-001196
POL-15389,MEMBER-001044
POL-15389,MEMBER-001923
POL-19146,MEMBER-001705
POL-19146,MEMBER-006423
POL-19146,MEMBER-006072
POL-19146,MEMBER-001246
POL-19146,MEMBER-004789
POL-13097,MEMBER-000040
POL-13097,MEMBER-005795
POL-13097,MEMBER-001657
POL-18832,MEMBER-003102
POL-18832,MEMBER-005585
POL-10123,MEMBER-005848
POL-10123,MEMBER-004787
POL-10123,MEMBER-003333
POL-10123,MEMBER-004152
POL-10123,MEMBER-002475
POL-19736,MEMBER-004811
POL-11679,MEMBER-001590
POL-11679,MEMBER-005197
POL-11679,MEMBER-002261
POL-11679,MEMBER-001219
POL-16042,MEMBER-002248
POL-19900,MEMBER-000518
POL-19900,MEMBER-002833
POL-19900,MEMBER-001612
POL-19900,MEMBER-004701
POL-19900,MEMBER-005886
POL-15901,MEMBER-005139
POL-15901,MEMBER-005187
POL-15901,MEMBER-006273
POL-15901,MEMBER-005836
POL-15901,MEMBER-003656
POL-12515,MEMBER-004350
POL-12515,MEMBER-005604
POL-12515,MEMBER-002779
POL-12515,MEMBER-005139
POL-19398,MEMBER-006412
POL-19398,MEMBER-002212
POL-19398,MEMBER-000371
POL-19953,MEMBER-005791
POL-19953,MEMBER-000665
POL-19953,MEMBER-001537
POL-14756,MEMBER-003351
POL-14756,MEMBER-001604
POL-14756,MEMBER-003322
POL-14756,MEMBER-005621
POL-14756,MEMBER-001718
POL-19244,MEMBER-003760
POL-19244,MEMBER-006656
POL-17648,MEMBER-000820
POL-17648,MEMBER-005088
POL-17648,MEMBER-000429
POL-17648,MEMBER-002622
POL-11076,MEMBER-006854
POL-11076,MEMBER-004260
POL-11675,MEMBER-000910
POL-11675,MEMBER-004039
POL-11675,MEMBER-002310
POL-11675,MEMBER-002350
POL-11336,MEMBER-003443
POL-11336,MEMBER-004461
POL-11336,MEMBER-005823
POL-15191,MEMBER-006113
POL-15191,MEMBER-000258
POL-15191,MEMBER-001914
POL-19076,MEMBER-000672
